Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|287.6682.peg.167	CDS	NODE_10_length_235234_cov_7.139043	159526	160362	1	+	837	ABC transporter, ATP-binding protein (cluster 3, basic aa/glutamine/opines)	- none -	 	 
fig|287.6682.peg.168	CDS	NODE_10_length_235234_cov_7.139043	160380	160976	3	+	597	Cysteine dioxygenase (EC 1.13.11.20)	Aromatic dioxygenase mess; <br>Dioxygenases (EC 1.13.11.-)	 	 
fig|287.6682.peg.169	CDS	NODE_10_length_235234_cov_7.139043	160973	163732	2	+	2760	Rhodanese-related sulfurtransferase, 4 domains	- none -	 	 
fig|287.6682.peg.170	CDS	NODE_10_length_235234_cov_7.139043	164916	163729	-3	-	1188	Uncharacterized MFS-type transporter	- none -	 	 
fig|287.6682.peg.171	CDS	NODE_10_length_235234_cov_7.139043	165676	164978	-1	-	699	Dienelactone hydrolase family protein	- none -	 	 
fig|287.6682.peg.172	CDS	NODE_10_length_235234_cov_7.139043	166239	165724	-3	-	516	FIG035246: DoxX family protein	CBSS-399599.3.peg.3584	 	 
fig|287.6682.peg.173	CDS	NODE_10_length_235234_cov_7.139043	166380	166258	-3	-	123	hypothetical protein	- none -	 	 
fig|287.6682.peg.174	CDS	NODE_10_length_235234_cov_7.139043	167006	166377	-2	-	630	Inner membrane protein	- none -	 	 
fig|287.6682.peg.175	CDS	NODE_10_length_235234_cov_7.139043	167236	168144	1	+	909	Glutaminase (EC 3.5.1.2)	Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis	 	 
fig|287.6682.peg.176	CDS	NODE_10_length_235234_cov_7.139043	168219	169337	3	+	1119	hypothetical protein	- none -	 	 
fig|287.6682.peg.177	CDS	NODE_10_length_235234_cov_7.139043	169420	170922	1	+	1503	Gamma-glutamyl phosphate reductase (EC 1.2.1.41)	Proline Synthesis	 	 
fig|287.6682.peg.178	CDS	NODE_10_length_235234_cov_7.139043	171155	171496	2	+	342	Transport-associated domain	- none -	 	 
fig|287.6682.peg.179	CDS	NODE_10_length_235234_cov_7.139043	172246	171587	-1	-	660	Carbonic anhydrase, beta class (EC 4.2.1.1)	- none -	 	 
fig|287.6682.peg.180	CDS	NODE_10_length_235234_cov_7.139043	172890	172423	-3	-	468	Cyanate hydratase (EC 4.2.1.104)	Cyanate hydrolysis	 	 
fig|287.6682.peg.181	CDS	NODE_10_length_235234_cov_7.139043	173008	173913	1	+	906	Cyn operon transcriptional activator	Cyanate hydrolysis; <br>LysR-family proteins in Escherichia coli	 	 
fig|287.6682.peg.182	CDS	NODE_10_length_235234_cov_7.139043	174198	173899	-3	-	300	hypothetical protein	- none -	 	 
fig|287.6682.peg.183	CDS	NODE_10_length_235234_cov_7.139043	174654	174325	-3	-	330	hypothetical protein	- none -	 	 
fig|287.6682.peg.184	CDS	NODE_10_length_235234_cov_7.139043	175066	175170	1	+	105	hypothetical protein	- none -	 	 
fig|287.6682.peg.185	CDS	NODE_10_length_235234_cov_7.139043	175843	175304	-1	-	540	Acetyltransferase, GNAT family	- none -	 	 
fig|287.6682.peg.186	CDS	NODE_10_length_235234_cov_7.139043	177969	176008	-3	-	1962	DNA topoisomerase III (EC 5.99.1.2)	DNA processing cluster; <br>DNA topoisomerases, Type I, ATP-independent	 	 
fig|287.6682.peg.187	CDS	NODE_10_length_235234_cov_7.139043	178402	178073	-1	-	330	hypothetical protein	- none -	 	 
fig|287.6682.peg.188	CDS	NODE_10_length_235234_cov_7.139043	178552	178914	1	+	363	COGs COG2343	- none -	 	 
fig|287.6682.peg.189	CDS	NODE_10_length_235234_cov_7.139043	180704	179082	-2	-	1623	Uncharacterized MFS-type transporter	- none -	 	 
fig|287.6682.peg.190	CDS	NODE_10_length_235234_cov_7.139043	182533	180884	-1	-	1650	Oxidoreductase, GMC family	- none -	 	 
fig|287.6682.peg.191	CDS	NODE_10_length_235234_cov_7.139043	182667	183551	3	+	885	Transcriptional regulator, LysR family	- none -	 	 
fig|287.6682.peg.192	CDS	NODE_10_length_235234_cov_7.139043	184074	183676	-3	-	399	Alpha-amylase precursor (1,4-alpha-D-glucan glucanohydrolase)	- none -	 	 
fig|287.6682.peg.193	CDS	NODE_10_length_235234_cov_7.139043	184302	184517	3	+	216	hypothetical protein	- none -	 	 
fig|287.6682.peg.194	CDS	NODE_10_length_235234_cov_7.139043	186325	184922	-1	-	1404	Sensory histidine kinase QseC	Orphan regulatory proteins	 	 
fig|287.6682.peg.195	CDS	NODE_10_length_235234_cov_7.139043	186984	186322	-3	-	663	Two-component system response regulator QseB	Orphan regulatory proteins	 	 
fig|287.6682.peg.196	CDS	NODE_10_length_235234_cov_7.139043	187640	186996	-2	-	645	hypothetical protein	- none -	 	 
fig|287.6682.peg.197	CDS	NODE_10_length_235234_cov_7.139043	188446	187637	-1	-	810	Oxidoreductase, short-chain dehydrogenase/reductase family	- none -	 	 
fig|287.6682.peg.198	CDS	NODE_10_length_235234_cov_7.139043	189107	188433	-2	-	675	Acyl-CoA long-chain enzyme transcriptional related heme family	- none -	 	 
fig|287.6682.peg.199	CDS	NODE_10_length_235234_cov_7.139043	190585	189104	-1	-	1482	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	Biotin biosynthesis; <br>Biotin synthesis cluster; <br>Fatty acid metabolism cluster; <br>n-Phenylalkanoic acid degradation	 	 
fig|287.6682.peg.200	CDS	NODE_10_length_235234_cov_7.139043	191252	190575	-2	-	678	Thermostable hemolysin delta-VPH	- none -	 	 
fig|287.6682.peg.201	CDS	NODE_10_length_235234_cov_7.139043	191440	192012	1	+	573	Cytochrome b561	- none -	 	 
fig|287.6682.peg.202	CDS	NODE_10_length_235234_cov_7.139043	193963	192155	-1	-	1809	Inner membrane protein, KefB/KefC family	- none -	 	 
fig|287.6682.peg.203	CDS	NODE_10_length_235234_cov_7.139043	194973	194083	-3	-	891	LysR family transcriptional regulator clustered with dicarboxylate transport	- none -	 	 
fig|287.6682.peg.204	CDS	NODE_10_length_235234_cov_7.139043	195142	196224	1	+	1083	hypothetical protein	- none -	 	 
fig|287.6682.peg.205	CDS	NODE_10_length_235234_cov_7.139043	196284	197591	3	+	1308	Na+/H+-dicarboxylate symporter	- none -	 	 
fig|287.6682.peg.206	CDS	NODE_10_length_235234_cov_7.139043	197726	199030	2	+	1305	Citrate/H+ symporter of CitMHS family	- none -	 	 
fig|287.6682.peg.207	CDS	NODE_10_length_235234_cov_7.139043	199125	200378	3	+	1254	Outer membrane low permeability porin, OprD family	- none -	 	 
fig|287.6682.peg.208	CDS	NODE_10_length_235234_cov_7.139043	200600	200938	2	+	339	Peptidylprolyl isomerase, FKBP-type (EC 5.2.1.8)	- none -	 	 
fig|287.6682.peg.209	CDS	NODE_10_length_235234_cov_7.139043	201338	201030	-2	-	309	hypothetical protein	- none -	 	 
fig|287.6682.peg.210	CDS	NODE_10_length_235234_cov_7.139043	201807	201523	-3	-	285	hypothetical protein	- none -	 	 
fig|287.6682.peg.211	CDS	NODE_10_length_235234_cov_7.139043	202311	202586	3	+	276	RcnR-like protein clustered with cobalt-zinc-cadmium resistance protein CzcD	- none -	 	 
fig|287.6682.peg.212	CDS	NODE_10_length_235234_cov_7.139043	202598	203515	2	+	918	Cobalt-zinc-cadmium resistance protein CzcD	CBSS-36873.1.peg.4752; <br>Cobalt-zinc-cadmium resistance	 	 
fig|287.6682.peg.213	CDS	NODE_10_length_235234_cov_7.139043	204630	203524	-3	-	1107	Cytochrome P450	- none -	 	 
fig|287.6682.peg.214	CDS	NODE_10_length_235234_cov_7.139043	204712	205476	1	+	765	Transcriptional regulator, ArsR family	- none -	 	 
fig|287.6682.peg.215	CDS	NODE_10_length_235234_cov_7.139043	206081	205473	-2	-	609	hypothetical protein	- none -	 	 
fig|287.6682.peg.216	CDS	NODE_10_length_235234_cov_7.139043	206187	207113	3	+	927	Transcriptional regulator, LysR family	- none -	 	 
fig|287.6682.peg.217	CDS	NODE_10_length_235234_cov_7.139043	207444	207103	-3	-	342	hypothetical protein	- none -	 	 
fig|287.6682.peg.218	CDS	NODE_10_length_235234_cov_7.139043	208599	207580	-3	-	1020	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	Alanine biosynthesis; <br>Branched-Chain Amino Acid Biosynthesis; <br>Isoleucine degradation; <br>Leucine Biosynthesis; <br>Leucine Degradation and HMG-CoA Metabolism; <br>Pyruvate Alanine Serine Interconversions; <br>Valine degradation	 	 
fig|287.6682.peg.219	CDS	NODE_10_length_235234_cov_7.139043	210216	208834	-3	-	1383	Dihydrolipoamide dehydrogenase of branched-chain alpha-keto acid dehydrogenase (EC 1.8.1.4)	Dehydrogenase complexes; <br>Isoleucine degradation; <br>Leucine Degradation and HMG-CoA Metabolism; <br>Valine degradation	 	 
fig|287.6682.peg.220	CDS	NODE_10_length_235234_cov_7.139043	211506	210235	-3	-	1272	Dihydrolipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168)	Dehydrogenase complexes; <br>Isoleucine degradation; <br>Leucine Degradation and HMG-CoA Metabolism; <br>Valine degradation	 	 
fig|287.6682.peg.221	CDS	NODE_10_length_235234_cov_7.139043	212565	211507	-3	-	1059	Branched-chain alpha-keto acid dehydrogenase, E1 component, beta subunit (EC 1.2.4.4)	Dehydrogenase complexes; <br>Isoleucine degradation; <br>Leucine Degradation and HMG-CoA Metabolism; <br>Valine degradation	 	 
fig|287.6682.peg.222	CDS	NODE_10_length_235234_cov_7.139043	213802	212567	-1	-	1236	Branched-chain alpha-keto acid dehydrogenase, E1 component, alpha subunit (EC 1.2.4.4)	Dehydrogenase complexes; <br>Isoleucine degradation; <br>Leucine Degradation and HMG-CoA Metabolism; <br>Valine degradation	 	 
fig|287.6682.peg.223	CDS	NODE_10_length_235234_cov_7.139043	213988	214476	1	+	489	Transcriptional regulator, AsnC family	- none -	 	 
fig|287.6682.peg.224	CDS	NODE_10_length_235234_cov_7.139043	215470	214607	-1	-	864	MBL-fold metallo-hydrolase superfamily	- none -	 	 
fig|287.6682.peg.225	CDS	NODE_10_length_235234_cov_7.139043	215575	215910	1	+	336	Transcriptional regulator, ArsR family	- none -	 	 
fig|287.6682.peg.226	CDS	NODE_10_length_235234_cov_7.139043	216096	217340	3	+	1245	Sulfide:quinone oxidoreductase, Type II	- none -	 	 
fig|287.6682.peg.227	CDS	NODE_10_length_235234_cov_7.139043	217350	218156	3	+	807	putative membrane protein	- none -	 	 
fig|287.6682.peg.228	CDS	NODE_10_length_235234_cov_7.139043	218421	219605	3	+	1185	Outer membrane porin	- none -	 	 
fig|287.6682.peg.229	CDS	NODE_10_length_235234_cov_7.139043	219882	221045	3	+	1164	hypothetical protein	- none -	 	 
fig|287.6682.peg.230	CDS	NODE_10_length_235234_cov_7.139043	221014	223608	1	+	2595	Sensory box histidine kinase/response regulator	- none -	 	 
fig|287.6682.peg.231	CDS	NODE_10_length_235234_cov_7.139043	224401	223736	-1	-	666	Transcriptional regulator	- none -	 	 
fig|287.6682.peg.232	CDS	NODE_10_length_235234_cov_7.139043	225016	224459	-1	-	558	Rhodanese-related sulfurtransferase	- none -	 	 
fig|287.6682.peg.233	CDS	NODE_10_length_235234_cov_7.139043	226075	225284	-1	-	792	Efflux ABC transporter, permease protein	- none -	 	 
fig|287.6682.peg.234	CDS	NODE_10_length_235234_cov_7.139043	226803	226072	-3	-	732	Efflux ABC transporter, ATP-binding protein	- none -	 	 
fig|287.6682.peg.235	CDS	NODE_10_length_235234_cov_7.139043	227759	226800	-2	-	960	Putative outer membrane protein	- none -	 	 
fig|287.6682.peg.236	CDS	NODE_10_length_235234_cov_7.139043	228980	227796	-2	-	1185	hypothetical protein	- none -	 	 
fig|287.6682.peg.237	CDS	NODE_10_length_235234_cov_7.139043	229140	229268	3	+	129	hypothetical protein	- none -	 	 
fig|287.6682.peg.238	CDS	NODE_10_length_235234_cov_7.139043	229372	229833	1	+	462	Cytochrome c550, associated with quino(hemo)protein alcohol dehydrogenase (EC 1.1.99.8)	- none -	 	 
fig|287.6682.peg.239	CDS	NODE_10_length_235234_cov_7.139043	229837	230712	1	+	876	Extracellular substrate-binding protein associated with quino(hemo)protein alcohol dehydrogenase	- none -	 	 
fig|287.6682.peg.240	CDS	NODE_10_length_235234_cov_7.139043	230712	231473	3	+	762	Uncharacterized protein PP2677	- none -	 	 
fig|287.6682.peg.241	CDS	NODE_10_length_235234_cov_7.139043	231487	232422	1	+	936	MBL-fold metallo-hydrolase superfamily	- none -	 	 
fig|287.6682.peg.242	CDS	NODE_10_length_235234_cov_7.139043	232688	234463	2	+	1776	Quino(hemo)protein alcohol dehydrogenase, PQQ-dependent (EC 1.1.2.8)	- none -	 	 
fig|287.6682.peg.243	CDS	NODE_10_length_235234_cov_7.139043	234704	235111	2	+	408	Aldehyde dehydrogenase (EC 1.2.1.3)	Glycerolipid and Glycerophospholipid Metabolism in Bacteria; <br>Methylglyoxal Metabolism; <br>Methylglyoxal Metabolism	 	 
fig|287.6682.peg.244	CDS	NODE_115_length_450_cov_1.065015	209	322	2	+	114	hypothetical protein	- none -	 	 
fig|287.6682.peg.245	CDS	NODE_116_length_450_cov_0.650155	290	421	2	+	132	hypothetical protein	- none -	 	 
fig|287.6682.peg.246	CDS	NODE_117_length_449_cov_0.975155	190	336	1	+	147	hypothetical protein	- none -	 	 
fig|287.6682.peg.247	CDS	NODE_11_length_234690_cov_8.642510	3	80	3	+	78	hypothetical protein	- none -	 	 
fig|287.6682.peg.248	CDS	NODE_11_length_234690_cov_8.642510	666	229	-3	-	438	hypothetical protein	- none -	 	 
fig|287.6682.peg.249	CDS	NODE_11_length_234690_cov_8.642510	1911	895	-3	-	1017	Histidine, proline, and proline betaine ABC transporter, substrate-binding protein HutX	- none -	 	 
fig|287.6682.peg.250	CDS	NODE_11_length_234690_cov_8.642510	2234	2031	-2	-	204	FIG00954434: hypothetical protein	- none -	 	 
fig|287.6682.peg.251	CDS	NODE_11_length_234690_cov_8.642510	2704	2234	-1	-	471	hypothetical protein	- none -	 	 
fig|287.6682.peg.252	CDS	NODE_11_length_234690_cov_8.642510	3115	3363	1	+	249	hypothetical protein	- none -	 	 
fig|287.6682.peg.253	CDS	NODE_11_length_234690_cov_8.642510	3521	3751	2	+	231	FIG00961088: hypothetical protein	- none -	 	 
fig|287.6682.peg.254	CDS	NODE_11_length_234690_cov_8.642510	3902	4141	2	+	240	hypothetical protein	- none -	 	 
fig|287.6682.peg.255	CDS	NODE_11_length_234690_cov_8.642510	4352	4149	-2	-	204	hypothetical protein	- none -	 	 
fig|287.6682.peg.256	CDS	NODE_11_length_234690_cov_8.642510	6049	4475	-1	-	1575	Methyl-accepting chemotaxis protein	- none -	 	 
fig|287.6682.peg.257	CDS	NODE_11_length_234690_cov_8.642510	6704	6144	-2	-	561	DksA family protein PA5536 (no Zn-finger)	- none -	 	 
fig|287.6682.peg.258	CDS	NODE_11_length_234690_cov_8.642510	8055	7033	-3	-	1023	Inositol transport system permease protein	Inositol catabolism	 	 
fig|287.6682.peg.259	CDS	NODE_11_length_234690_cov_8.642510	9678	8113	-3	-	1566	Inositol transport system ATP-binding protein	Inositol catabolism	 	 
fig|287.6682.peg.260	CDS	NODE_11_length_234690_cov_8.642510	10674	9748	-3	-	927	Inositol transport system sugar-binding protein	Inositol catabolism	 	 
fig|287.6682.peg.261	CDS	NODE_11_length_234690_cov_8.642510	10897	10727	-1	-	171	hypothetical protein	- none -	 	 
fig|287.6682.peg.262	CDS	NODE_11_length_234690_cov_8.642510	10921	11037	1	+	117	hypothetical protein	- none -	 	 
fig|287.6682.peg.263	CDS	NODE_11_length_234690_cov_8.642510	12094	11042	-1	-	1053	Myo-inositol 2-dehydrogenase (EC 1.1.1.18)	Inositol catabolism	 	 
fig|287.6682.peg.264	CDS	NODE_11_length_234690_cov_8.642510	13089	12229	-3	-	861	Glyceraldehyde-3-phosphate ketol-isomerase (EC 5.3.1.1)	Inositol catabolism	 	 
fig|287.6682.peg.265	CDS	NODE_11_length_234690_cov_8.642510	14268	13243	-3	-	1026	Myo-inositol 2-dehydrogenase 1 (EC 1.1.1.18)	Inositol catabolism	 	 
fig|287.6682.peg.266	CDS	NODE_11_length_234690_cov_8.642510	16232	14301	-2	-	1932	Epi-inositol hydrolase (EC 3.7.1.-)	Inositol catabolism	 	 
fig|287.6682.peg.267	CDS	NODE_11_length_234690_cov_8.642510	17529	16315	-3	-	1215	Phosphoserine phosphatase (EC 3.1.3.3)	Glycine and Serine Utilization; <br>Serine Biosynthesis; <br>Serine Biosynthesis	 	 
fig|287.6682.peg.268	CDS	NODE_11_length_234690_cov_8.642510	17665	19191	1	+	1527	HAMP domain protein	- none -	 	 
fig|287.6682.peg.269	CDS	NODE_11_length_234690_cov_8.642510	20154	19441	-3	-	714	putative lipoprotein	- none -	 	 
fig|287.6682.peg.270	CDS	NODE_11_length_234690_cov_8.642510	22598	20331	-2	-	2268	Topoisomerase IV subunit A (EC 5.99.1.-)	DNA topoisomerases, Type II, ATP-dependent; <br>Resistance to fluoroquinolones	 	 
fig|287.6682.peg.271	CDS	NODE_11_length_234690_cov_8.642510	23130	22609	-3	-	522	Aspartyl protease	- none -	 	 
fig|287.6682.peg.272	CDS	NODE_11_length_234690_cov_8.642510	24116	23127	-2	-	990	hypothetical protein	- none -	 	 
fig|287.6682.peg.273	CDS	NODE_11_length_234690_cov_8.642510	26020	24116	-1	-	1905	Topoisomerase IV subunit B (EC 5.99.1.-)	DNA topoisomerases, Type II, ATP-dependent; <br>Resistance to fluoroquinolones	 	 
fig|287.6682.peg.274	CDS	NODE_11_length_234690_cov_8.642510	26681	26073	-2	-	609	Esterase YqiA	- none -	 	 
fig|287.6682.peg.275	CDS	NODE_11_length_234690_cov_8.642510	27582	26767	-3	-	816	3&#39;,5&#39;-cyclic-nucleotide phosphodiesterase (EC 3.1.4.17)	cAMP signaling in bacteria	 	 
fig|287.6682.peg.276	CDS	NODE_11_length_234690_cov_8.642510	28146	27694	-3	-	453	Uncharacterized protein YqiB	- none -	 	 
fig|287.6682.peg.277	CDS	NODE_11_length_234690_cov_8.642510	28754	28137	-2	-	618	ADP-ribose pyrophosphatase (EC 3.6.1.13)	CBSS-216591.1.peg.168; <br>NAD and NADP cofactor biosynthesis global; <br>Nudix proteins (nucleoside triphosphate hydrolases)	 	 
fig|287.6682.peg.278	CDS	NODE_11_length_234690_cov_8.642510	28983	29729	3	+	747	putative lipoprotein	- none -	 	 
fig|287.6682.peg.279	CDS	NODE_11_length_234690_cov_8.642510	31101	29698	-3	-	1404	Predicted hydroxymethylpyrimidine transporter CytX	Thiamin biosynthesis	 	 
fig|287.6682.peg.280	CDS	NODE_11_length_234690_cov_8.642510	33025	31136	-1	-	1890	Phosphomethylpyrimidine synthase ThiC (EC 4.1.99.17)	- none -	 	 
fig|287.6682.peg.281	CDS	NODE_11_length_234690_cov_8.642510	33490	34929	1	+	1440	Outer membrane channel TolC (OpmH)	- none -	 	 
fig|287.6682.peg.282	CDS	NODE_11_length_234690_cov_8.642510	36370	35090	-1	-	1281	3-deoxy-D-manno-octulosonic acid transferase (EC 2.4.99.12)(EC 2.4.99.13)	- none -	 	 
fig|287.6682.peg.283	CDS	NODE_11_length_234690_cov_8.642510	37283	36393	-2	-	891	LysR family transcriptional regulator PA4989	DNA-binding regulatory proteins, strays	 	 
fig|287.6682.peg.284	CDS	NODE_11_length_234690_cov_8.642510	37387	37719	1	+	333	small multidrug resistance family (SMR) protein	- none -	 	 
fig|287.6682.peg.285	CDS	NODE_11_length_234690_cov_8.642510	37918	39093	1	+	1176	Oxidoreductase, FAD-binding	- none -	 	 
fig|287.6682.peg.286	CDS	NODE_11_length_234690_cov_8.642510	39090	39905	3	+	816	Oxidoreductase, aldo/keto reductase family	- none -	 	 
fig|287.6682.peg.287	CDS	NODE_11_length_234690_cov_8.642510	40007	40975	2	+	969	Cation transport ATPase	- none -	 	 
fig|287.6682.peg.288	CDS	NODE_11_length_234690_cov_8.642510	42518	41097	-2	-	1422	ADP-heptose synthase (EC 2.7.-.-) / D-glycero-beta-D-manno-heptose 7-phosphate kinase	- none -	 	 
fig|287.6682.peg.289	CDS	NODE_11_length_234690_cov_8.642510	44016	42595	-3	-	1422	Hypothetical protein FIG015671 in large core OS assembly cluster	- none -	 	 
fig|287.6682.peg.290	CDS	NODE_11_length_234690_cov_8.642510	44932	44033	-1	-	900	Probable transcription regulator Mig-14	- none -	 	 
fig|287.6682.peg.291	CDS	NODE_11_length_234690_cov_8.642510	46719	44929	-3	-	1791	Lipid A export permease/ATP-binding protein MsbA	- none -	 	 
fig|287.6682.peg.292	CDS	NODE_11_length_234690_cov_8.642510	48031	46820	-1	-	1212	hypothetical protein	- none -	 	 
fig|287.6682.peg.293	CDS	NODE_11_length_234690_cov_8.642510	49149	48037	-3	-	1113	Protein fixF	- none -	 	 
fig|287.6682.peg.294	CDS	NODE_11_length_234690_cov_8.642510	49432	50064	1	+	633	hypothetical protein	- none -	 	 
fig|287.6682.peg.295	CDS	NODE_11_length_234690_cov_8.642510	51342	50083	-3	-	1260	hypothetical protein	- none -	 	 
fig|287.6682.peg.296	CDS	NODE_11_length_234690_cov_8.642510	52277	51366	-2	-	912	Glycosyl transferase	- none -	 	 
fig|287.6682.peg.297	CDS	NODE_11_length_234690_cov_8.642510	54018	52264	-3	-	1755	Carbamoyltransferase in large core OS assembly cluster	- none -	 	 
fig|287.6682.peg.298	CDS	NODE_11_length_234690_cov_8.642510	55878	54427	-3	-	1452	Serine/threonine protein kinase	- none -	 	 
fig|287.6682.peg.299	CDS	NODE_11_length_234690_cov_8.642510	56630	55878	-2	-	753	InaA protein	- none -	 	 
fig|287.6682.peg.300	CDS	NODE_11_length_234690_cov_8.642510	57361	56627	-1	-	735	Heptose kinase WapQ, eukaryotic type	- none -	 	 
fig|287.6682.peg.301	CDS	NODE_11_length_234690_cov_8.642510	58167	57361	-3	-	807	Lipopolysaccharide core heptose(I) kinase RfaP	- none -	 	 
fig|287.6682.peg.302	CDS	NODE_11_length_234690_cov_8.642510	59288	58167	-2	-	1122	UDP-glucose:(heptosyl) LPS alpha1,3-glucosyltransferase WaaG	- none -	 	 
